Purchase Order ID,Purchase Order Date,Location ID,Location Name,Delivery Date,Purchase Order Number,Reference#,Purchase Order Status,Vendor Name,Is Inclusive Tax,TotalQuantityOrdered,BalanceQuantityBilled,Currency Code,Exchange Rate,Template Name,Reference No,Delivery Instructions,Terms & Conditions,Shipment preference,Expected Arrival Date,Account,Item Price,Item Name,Product ID,SKU,UPC,MPN,EAN,ISBN,Item Desc,QuantityOrdered,QuantityCancelled,QuantityReceived,QuantityBilled,Usage unit,Line Item Location Name,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Total,Total,Adjustment,Adjustment Description,Discount Type,Is Discount Before Tax,Entity Discount Percent,Entity Discount Amount,Discount,Discount Amount,Discount Account,Payment Terms,Payment Terms Label,Attention,Address,City,State,Country,Code,Phone,Deliver To Customer,Recipient Address,Recipient City,Recipient State,Recipient Country,Recipient Postal Code,Recipient Phone,Submitted By,Approved By,Submitted Date,Approved Date,CF.Reason for Purchase,CF.Reason For Reject,CF.Requestor,CF.Purchase Trigger Close
4602503000002929035,2024-10-23,4602503000009244225,Head Office,2024-10-24,PO-014,,Billed,SB Four Elektrik & Hardware Sdn Bhd,false,900.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,5.90,"ARMOURED CABLE - STEEL, 600V/1KV, 3 CORE, 2.5MM2",4602503000000617464,S-PART-000412,,,,,X 3c PVC SWA/PVC Cable Cable 100mtr/per roll,900.00,0.00,900.00,900.00,Each,Head Office,,,,,,5310.00,5310.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,145.20,RAIL SLR-R11 6000MM,4602503000003020005,R11-6000,,,,,(AL6005-T5),12.00,0.00,12.00,12.00,pcs,Head Office,,,,,,1742.40,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,4.30,RAIL SPLICE SLR-RS-03 180MM,4602503000003020014,RS-03-180,,,,,(AL6005-T5/SUS304),9.00,0.00,9.00,9.00,pcs,Head Office,,,,,,38.70,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,4.50,FRONT LEG 10 SLR-COBE-FE-10-D 40MM,4602503000003020023,COBE-FE-10-40,,,,,(AL6005-T5),50.00,0.00,50.00,50.00,pcs,Head Office,,,,,,225.00,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,9.90,REAR LEG 10 SLR-COBE-RE-10-D 267MM,4602503000003020032,COBE-RE-10-D-267,,,,,(AL6005-T5),50.00,0.00,50.00,50.00,pcs,Head Office,,,,,,495.00,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,1.80,T NUT WITH BOT SLR COB-BN-01 40MM,4602503000003020041,COB-BN-01-40,,,,,(AL6005-T5/SUS304),99.00,0.00,99.00,99.00,PCS,Head Office,,,,,,178.20,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,20.00,MIDDLE BALLASTED SLR-BS-MBP-XLM 200MM,4602503000003020050,SLR-BS-MBP-XLM-200,,,,,(Q235),50.00,0.00,50.00,50.00,pcs,Head Office,,,,,,1000.00,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.30,SELF TAPPING SCREW 5.5X32,4602503000003020059,ST5.5X32-01,,,,,(Q235),99.00,0.00,99.00,99.00,pcs,Head Office,,,,,,29.70,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,1.80,GROUNDING LUG SLR-EK-D,4602503000003020068,EK-D,,,,,(AL6005-T5/SUS304),9.00,0.00,9.00,9.00,pcs,Head Office,,,,,,16.20,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042001,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-015,,Billed,Winstar Solar Sdn Bhd,false,428.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.20,CABLE CLIP SLR-XJ-AZ SUS304,4602503000003020077,XJ-AZ,,,,,(SUS304),50.00,0.00,50.00,50.00,pcs,Head Office,,,,,,10.00,3735.20,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,30,Net 30,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042042,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-016,,Billed,SL Chen Hardware Sdn Bhd,false,210.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.48,CEMENT 1KG,4602503000003020090,T-502,,,,,Packing: 50kg/bag x 1 bag,50.00,0.00,50.00,50.00,kg,Head Office,,,,,,24.00,64.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042042,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-016,,Billed,SL Chen Hardware Sdn Bhd,false,210.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.225,Concrete Sand 1KG,4602503000002163658,T-448,,,,,Packing 40kg/bag x 2 bag,80.00,0.00,80.00,80.00,pcs,Head Office,,,,,,18.00,64.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042042,2024-10-22,4602503000009244225,Head Office,2024-10-23,PO-016,,Billed,SL Chen Hardware Sdn Bhd,false,210.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.275,CONCRETE STONE 1KG,4602503000003020099,T-503,,,,,Packing: 40kg/per bag x 2 bag,80.00,0.00,80.00,80.00,pcs,Head Office,,,,,,22.00,64.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003042096,2024-10-22,4602503000009244225,Head Office,2024-10-25,PO-017,,Billed,Yeowchuan Hardware Sdn Bhd,false,1.000000,0.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,224.00,TUBE BENDER 15MM AND 22MM,4602503000003020108,T-504,,,,,,1.00,0.00,1.00,1.00,Each,Head Office,,,,,,224.00,224.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,60,Net 60,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For technical dept,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,CABLE TIE Â L8Â,4602503000000618684,PART-000091,,,,,,10.00,0.00,0.00,0.00,Each,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"CONDUIT PIPE GI Ø1"" X L12FT C/W SOCKET",4602503000003150013,CP-01,,,,,,10.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"CONDUIT SOCKET GI 1""",4602503000003150038,CS-02,,,,,,10.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"ANGLE BOX C/W COVER, GI, 1""",4602503000003150055,AB-01,,,,,,10.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"TEE BOX C/W COVER, GI, 1""",4602503000003150072,TB-01,,,,,,10.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"END BOX C/W COVER, GI, 1''",4602503000003150089,EB-01,,,,,,10.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"THROUGH BOX C/W COVER, GI, 1""",4602503000003150106,TB-02,,,,,,10.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"CROSS BOX 4WAY C/W COVER, GI, 1""",4602503000003150125,CB-04,,,,,,10.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003150159,2024-10-24,4602503000009244225,Head Office,2024-10-29,PO-018,,Draft,Purchase Trigger,false,82.000000,82.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,"Plywood thin 3mm, 4800mm x 1200mm",4602503000003150142,WOOD-01,,,,,,2.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,for project and PV installation purposes ASAP.,,,
4602503000003223027,2024-10-25,4602503000009244225,Head Office,2024-11-04,PO-022,,Draft,Purchase Trigger,false,4.000000,4.000000,MYR,1.000000000000,PO-Standard,,,,,,Inventory Asset,0.00,SOLIS 5KW SINGLE-PHASE DUAL MPPT STRING INVERTER,4602503000000203039,S6-GR1P5K,,,,,5KW SINGLE PHASE 2 MPPT,4.00,0.00,0.00,0.00,pcs,Head Office,,,,,,0.00,0.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,"for PV project below:
BC-000187
BC-000284
BC-000310
BC-000288",,,
4602503000003229005,2024-10-25,4602503000009244225,Head Office,2024-10-28,PO-020,Quo:PQ00466,Billed,Penta Eletrical Solutions Sdn Bhd,false,14.000000,0.000000,MYR,1.000000000000,PO-Standard,Quo:PQ00466,,,,,Inventory Asset,1286.00,HOYMILES HMS 1800 4T MICRO INVERTER,4602503000000383047,HMS-1800-4T,,,,,Hoymiles 1800W 1 phase microinverter with 4 MPPT,3.00,0.00,3.00,3.00,null,Head Office,,,,,,3858.00,7037.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003229005,2024-10-25,4602503000009244225,Head Office,2024-10-28,PO-020,Quo:PQ00466,Billed,Penta Eletrical Solutions Sdn Bhd,false,14.000000,0.000000,MYR,1.000000000000,PO-Standard,Quo:PQ00466,,,,,Inventory Asset,845.00,HOYMILES Monitoring System (WIFI),4602503000000498019,DTU-PRO-S,,,,,,3.00,0.00,3.00,3.00,Each,Head Office,,,,,,2535.00,7037.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003229005,2024-10-25,4602503000009244225,Head Office,2024-10-28,PO-020,Quo:PQ00466,Billed,Penta Eletrical Solutions Sdn Bhd,false,14.000000,0.000000,MYR,1.000000000000,PO-Standard,Quo:PQ00466,,,,,Inventory Asset,192.00,"Hoymiles AC Trunk Cable, 4.2 Meter",4602503000001754009,AC-TC-4M,,,,,,3.00,0.00,3.00,3.00,Each,Head Office,,,,,,576.00,7037.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003229005,2024-10-25,4602503000009244225,Head Office,2024-10-28,PO-020,Quo:PQ00466,Billed,Penta Eletrical Solutions Sdn Bhd,false,14.000000,0.000000,MYR,1.000000000000,PO-Standard,Quo:PQ00466,,,,,Inventory Asset,12.00,HOYMILES AC TRUCK END CAP,4602503000000498010,AC-TEC,,,,,,3.00,0.00,3.00,3.00,Each,Head Office,,,,,,36.00,7037.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
4602503000003229005,2024-10-25,4602503000009244225,Head Office,2024-10-28,PO-020,Quo:PQ00466,Billed,Penta Eletrical Solutions Sdn Bhd,false,14.000000,0.000000,MYR,1.000000000000,PO-Standard,Quo:PQ00466,,,,,Inventory Asset,16.00,"Trunk Port Disconnector Tools, Hoymiles",4602503000001754022,AC-TPD,,,,,,1.00,0.00,1.00,1.00,Each,Head Office,,,,,,16.00,7037.00,0.00,Adjustment,entity_level,true,0.00,0.000,0.00,0.0,,0,Due On Receipt,Solartech Admin,"5, Jalan Teknologi 3/5, Kota Damansara",Petaling Jaya,Selangor,Malaysia,47810 ,0361574888,,,,,,,,,,,,For installation use,,,
