Purchase Receive ID,Receive Number,Receive Date,Status,Vendor Name,PO Number,Bill Number,Item Name,SKU,Item Description,Item unit,Quantity Received,Line Item Location Name,Notes,CreatedTime,Last Modified Time,CF.Checked by,CF.PR Reference#
4602503000004336153,PR-00017,2024-11-06,received,SB Four Elektrik & Hardware Sdn Bhd,PO-061,3,"2"" X 2"" X L8’ HDG TRUNKING",CO-SD-53,,pcs,200.000000,Head Office,,2024-11-17 15:53:45,2024-11-17 15:53:45,Wei Xiang Wong,DO-009129
4602503000004336174,PR-00018,2024-11-14,received,Ew Steel Marketing Sdn Bhd,PO-094,094,Deformed Bar,SKU-DB-01,Size: 9mm x 20ft ( Y10 x 6mtr H/T ),pcs,10.000000,Head Office,,2024-11-17 15:54:30,2024-11-17 15:54:30,Wei Xiang Wong,do-25388
4602503000004336195,PR-00019,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-023,183,"Screw #10 x 5/8""",M4.8x16,"#10 x 5/8"" Hex SDS (HO)(Z/P)(M4.8 x 16) ",pcs,1000.000000,Head Office,,2024-11-17 15:55:29,2024-11-17 15:55:29,Wei Xiang Wong,do-2411/0422
4602503000004336195,PR-00019,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-023,183,"Screw #10 x 3/4""",M4.8x19,"#10 x 3/4"" Hex SDS (HO)(Z/P)(M4.8 x 19) ",pcs,1000.000000,Head Office,,2024-11-17 15:55:29,2024-11-17 15:55:29,Wei Xiang Wong,do-2411/0422
4602503000004336195,PR-00019,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-023,183,"Screw #10 x 1""",T17-ET,"#10 x 1"" TS Screw (HW) (Type 17) (ET Coating) ",Each,1400.000000,Head Office,,2024-11-17 15:55:29,2024-11-17 15:55:29,Wei Xiang Wong,do-2411/0422
4602503000004336195,PR-00019,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-023,183,Washer #10 S/S304 Bonded,10-SS304,Washer #10 S/S304 Bonded,Each,1400.000000,Head Office,,2024-11-17 15:55:29,2024-11-17 15:55:29,Wei Xiang Wong,do-2411/0422
4602503000004336195,PR-00019,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-023,183,Sleeve Anchor '1/4 inches (8mm),T-461,,pcs,200.000000,Head Office,,2024-11-17 15:55:29,2024-11-17 15:55:29,Wei Xiang Wong,do-2411/0422
4602503000004336195,PR-00019,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-023,183,Screw With Wall Plug 6mm x 2inch,6x2SWWP,Screw With Wall Plug 6mm x 2inch,Each,200.000000,Head Office,,2024-11-17 15:55:29,2024-11-17 15:55:29,Wei Xiang Wong,do-2411/0422
4602503000004336246,PR-00020,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-085,185,"Screw #12 x 2"" Hex SDS (HO)(R/B)(M5.50 x 50)",SKU-HO-01,,pcs,1000.000000,Head Office,,2024-11-17 15:56:08,2024-11-17 15:56:08,Wei Xiang Wong,DO-2411/0431
4602503000004336246,PR-00020,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-085,185,"Screw #12 x 1 1/2"" TD  (HO)(Type 17) (R/B) (M5.5 x 38)",SKU-TD-01,,pcs,1000.000000,Head Office,,2024-11-17 15:56:08,2024-11-17 15:56:08,Wei Xiang Wong,DO-2411/0431
4602503000004336246,PR-00020,2024-11-17,received,Standard Bolts & Nuts (Sg Buloh) Sdn Bhd,PO-085,185,Screw M4 x 12 S/S 304 TH  STS,SKU-TH-03,,pcs,1000.000000,Head Office,,2024-11-17 15:56:08,2024-11-17 15:56:08,Wei Xiang Wong,DO-2411/0431
4602503000004336279,PR-00021,2024-11-14,received,Hock Hong Hardware Trading Sdn Bhd,PO-090,090,Paint-Jotashield Ultra Clean 1L,SKU-P-03,"Colour Origin: Jotun Standard
Colour code: 9911/S2500-N
Colour Name: Platinum
",Tin,1.000000,Head Office,Remark: Own pick up,2024-11-17 15:56:56,2024-11-17 15:56:56,Wei Xiang Wong,CS-2411-1979
4602503000004336300,PR-00022,2024-11-14,received,Perniagaan Elektrik Tni Sdn Bhd,PO-095,095,Wall scanner - Uni-T Model: UT387C,SKU-WS-01,,pcs,2.000000,Head Office,Own collection at 1.30pm,2024-11-17 15:57:34,2024-11-17 15:57:34,Wei Xiang Wong,DO2411/20751
4602503000004336333,PR-00023,2024-11-15,received,Yeowchuan Hardware Sdn Bhd,PO-083,083,Glove- Anti slippery,SKU-AS-01,,Pairs,60.000000,Head Office,,2024-11-17 15:59:15,2024-11-17 15:59:15,Wei Xiang Wong,H24110249
4602503000004336411,PR-00025,2024-11-12,received,Commando Plastic Marketing,PO-084,084,MCB Box 12.5way,SKU-Box-01,,pcs,10.000000,Head Office,Note: Will arrange own pick up for the item,2024-11-17 16:00:48,2024-11-17 16:00:48,Wei Xiang Wong,75372
4602503000004336432,PR-00026,2024-10-18,received,Sanifix (M) Sdn Bhd,PO-009,186,PTFE TEFLON TAPE,T-415,Size: 13mm x 0.1mm x 15m ,Each,2000.000000,Head Office,,2024-11-17 16:02:07,2024-11-17 16:02:07,Wei Xiang Wong,DO-2410540
4602503000004336453,PR-00027,2024-11-08,received,Sanifix (M) Sdn Bhd,PO-052,189,"Conex copper compression elbow C x FI 015mm x 1/2""",SKU-CFI-01,,pcs,300.000000,Head Office,,2024-11-17 16:03:57,2024-11-17 16:03:57,Wei Xiang Wong,DO-241186
4602503000004644190,PR-00029,2024-11-14,received,Mes Dynamic Sdn Bhd,PO-099,099,Pvc Cable 6mm,SKU-CL-01,"Size: 6mm x 100mtr
Colour: Green
Brand: Million (Sirim Approved)",rolls,10.000000,Head Office,Remark: Own pick up,2024-11-22 18:26:13,2024-11-22 18:26:13,Wei Xiang Wong,184527
4602503000004644211,PR-00030,2024-11-19,received,Mes Dynamic Sdn Bhd,PO-139,180,Pvc Cable 6mm,SKU-CL-01,"Colour: Green
Packing: 6mm x 100mtr
Brand: Million (Sirim approved)",rolls,16.000000,Head Office,,2024-11-22 18:26:51,2024-11-22 18:26:51,Wei Xiang Wong,184558
4602503000004644211,PR-00030,2024-11-19,received,Mes Dynamic Sdn Bhd,PO-139,180,Pvc Cable 6mm,SKU-CL-01,"Colour: Black
Packing: 6mm x 100mtr
Brand: Million (Sirim approved)",rolls,19.000000,Head Office,,2024-11-22 18:26:51,2024-11-22 18:26:51,Wei Xiang Wong,184558
4602503000004644234,PR-00031,2024-11-16,received,Joo Ming Electrical Sdn Bhd,PO-129,1494,"GI elbow 1""",SKU-GE-01,Note: No thread,pcs,20.000000,Head Office,"Remark: Own pick up
",2024-11-22 18:27:33,2024-11-22 18:27:33,Wei Xiang Wong,CS-117730
4602503000004644234,PR-00031,2024-11-16,received,Joo Ming Electrical Sdn Bhd,PO-129,1494,"GI Pipe 1""",SKU-GP-01,,pcs,10.000000,Head Office,"Remark: Own pick up
",2024-11-22 18:27:33,2024-11-22 18:27:33,Wei Xiang Wong,CS-117730
4602503000004644234,PR-00031,2024-11-16,received,Joo Ming Electrical Sdn Bhd,PO-129,1494,"GI Flexible Adaptor 1""",SKU-GFA-01,,pcs,10.000000,Head Office,"Remark: Own pick up
",2024-11-22 18:27:33,2024-11-22 18:27:33,Wei Xiang Wong,CS-117730
4602503000004644234,PR-00031,2024-11-16,received,Joo Ming Electrical Sdn Bhd,PO-129,1494,GI Pan Head Self Drilling Screw 5mm,SKU-GSC-01,,Box,1.000000,Head Office,"Remark: Own pick up
",2024-11-22 18:27:33,2024-11-22 18:27:33,Wei Xiang Wong,CS-117730
4602503000004644234,PR-00031,2024-11-16,received,Joo Ming Electrical Sdn Bhd,PO-129,1494,GI Socket 1 inch,SKU-GS-01,Note: No Thread,pcs,20.000000,Head Office,"Remark: Own pick up
",2024-11-22 18:27:33,2024-11-22 18:27:33,Wei Xiang Wong,CS-117730
4602503000004644234,PR-00031,2024-11-16,received,Joo Ming Electrical Sdn Bhd,PO-129,1494,"GI Half saddle 1""",SKU-HS-02,,pcs,100.000000,Head Office,"Remark: Own pick up
",2024-11-22 18:27:33,2024-11-22 18:27:33,Wei Xiang Wong,CS-117730
4602503000004644285,PR-00032,2024-11-22,received,TNT Best Group Sdn Bhd,PO-103,179,Paint-Obaproof WP-200HD,SKU-OP-01,"Colour: Grey
Packing: 20kgs",Tin,1.000000,Head Office,,2024-11-22 18:28:44,2024-11-22 18:28:44,Wei Xiang Wong,IV-T2411/0469
4602503000004644285,PR-00032,2024-11-22,received,TNT Best Group Sdn Bhd,PO-103,179,"Paint Brush 2""",SKU-P-02,Nippon Synthetic Wood,pcs,2.000000,Head Office,,2024-11-22 18:28:44,2024-11-22 18:28:44,Wei Xiang Wong,IV-T2411/0469
4602503000004644312,PR-00033,2024-11-18,received,Winstar Solar Sdn Bhd,PO-110,181,Winstar Klip Lok #17,KL-01,(AL6005-T5/SUS304),pcs,250.000000,Head Office,,2024-11-22 18:30:24,2024-11-22 18:30:24,Wei Xiang Wong,I-000735
4602503000004644333,PR-00034,2024-11-18,received,Mes Dynamic Sdn Bhd,PO-138,182,Pvc Cable 6mm,SKU-CL-01,"Colour: Green
Packing: 6mm x 100mtr
Brand: Million (Sirim Approved)",rolls,4.000000,Head Office,Remarks : Own pick up on 18.11.24,2024-11-22 18:31:01,2024-11-22 18:31:01,Wei Xiang Wong,184556
4602503000004644333,PR-00034,2024-11-18,received,Mes Dynamic Sdn Bhd,PO-138,182,Pvc Cable 6mm,SKU-CL-01,"Colour: Black
Packing: 6mm x 100mtr
Band: Million (Sirim Approved)",rolls,1.000000,Head Office,Remarks : Own pick up on 18.11.24,2024-11-22 18:31:01,2024-11-22 18:31:01,Wei Xiang Wong,184556
4602503000004781037,PR-00035,2024-11-25,received,WATER CARE INDUSTRIES SDN BHD,PO-066,178,"COLLECTOR STRAP Â SS304, T0.9MM X W30MM X L795MM",SMFG-000166,(SMFG-000166),pcs,200.000000,Head Office,,2024-11-26 10:26:46,2024-11-26 10:26:46,Wei Xiang Wong,DO01866
4602503000004781037,PR-00035,2024-11-25,received,WATER CARE INDUSTRIES SDN BHD,PO-066,178,CALORIFIER STRAP SS304 T0.9mm X W30MM X 795MM,SMFG-0000074,(SMFG-000167),Each,400.000000,Head Office,,2024-11-26 10:26:46,2024-11-26 10:26:46,Wei Xiang Wong,DO01866
4602503000004845080,PR-00037,2024-11-26,received,SB Four Elektrik & Hardware Sdn Bhd,PO-078,172,PVC Pipe 10FT,T-463,Super A 1'',pcs,100.000000,Head Office,,2024-11-26 16:26:52,2024-11-26 16:26:52,Wei Xiang Wong,i-009205
4602503000004845101,PR-00038,2024-11-26,received,SB Four Elektrik & Hardware Sdn Bhd,PO-078,176,Cable link 6mm Pvc Cable,SKU-CL-01,"Colour: Black
Packing: 89mtr/roll(+/-)",rolls,10.000000,Head Office,,2024-11-26 16:27:34,2024-11-26 16:27:34,Wei Xiang Wong,i-0009165
4602503000004845101,PR-00038,2024-11-26,received,SB Four Elektrik & Hardware Sdn Bhd,PO-078,176,Cable link 6mm Pvc Cable,SKU-CL-01,"Colour: Green
Packing: 89mtr/roll(+/-)",rolls,10.000000,Head Office,,2024-11-26 16:27:34,2024-11-26 16:27:34,Wei Xiang Wong,i-0009165
4602503000004845124,PR-00039,2024-11-26,received,SB Four Elektrik & Hardware Sdn Bhd,PO-078,175,Cable link 6mm Pvc Cable,SKU-CL-01,"Colour: Black
Packing: 89mtr/roll(+/-)",rolls,10.000000,Head Office,,2024-11-26 16:28:15,2024-11-26 16:28:15,Wei Xiang Wong,i-0009141
4602503000004845124,PR-00039,2024-11-26,received,SB Four Elektrik & Hardware Sdn Bhd,PO-078,175,Cable link 6mm Pvc Cable,SKU-CL-01,"Colour: Green
Packing: 89mtr/roll(+/-)",rolls,5.000000,Head Office,,2024-11-26 16:28:15,2024-11-26 16:28:15,Wei Xiang Wong,i-0009141
4602503000004845147,PR-00040,2024-11-26,received,SB Four Elektrik & Hardware Sdn Bhd,PO-078,173,Cable link 6mm Pvc Cable,SKU-CL-01,"Colour: Green
Packing: 89mtr/roll(+/-)",rolls,3.000000,Head Office,,2024-11-26 16:28:55,2024-11-26 16:28:55,Wei Xiang Wong,i-0009156
4602503000004845168,PR-00041,2024-11-26,received,Yeowchuan Hardware Sdn Bhd,PO-101,177,Measuring Tape 7.5m,SKU-MT-01,Brand: Stanley,pcs,3.000000,Head Office,,2024-11-26 16:32:54,2024-11-26 16:32:54,Wei Xiang Wong,H24110339
4602503000005106027,PR-00042,2024-11-29,received,WATER CARE INDUSTRIES SDN BHD,PO-171,169,"BOLT - SS304, M8 X 20MM X 1.25MM",PART-000012,(Part-000012),pcs,50.000000,Head Office,,2024-11-29 14:35:36,2024-11-29 14:35:36,Wei Xiang Wong,DO-01908
4602503000005106027,PR-00042,2024-11-29,received,WATER CARE INDUSTRIES SDN BHD,PO-171,169,"NUT Â SS304, M8",PART-000043,,pcs,50.000000,Head Office,,2024-11-29 14:35:36,2024-11-29 14:35:36,Wei Xiang Wong,DO-01908
4602503000005199056,PR-00043,2024-12-02,received,Ew Steel Marketing Sdn Bhd,PO-210,164,Deformed Bar,SKU-DB-01,Size: 9mm x 20ft(Y10 x 6mtr H/T),pcs,10.000000,Head Office,,2024-12-02 14:18:27,2024-12-02 14:18:27,Wei Xiang Wong,DO-25536
4602503000005199077,PR-00044,2024-12-02,received,Sanifix (M) Sdn Bhd,PO-160,168,Rigid cutter blade,SKU-CB-01,Code: 33190,pcs,6.000000,Head Office,,2024-12-02 14:21:18,2024-12-02 14:21:18,Wei Xiang Wong,DO-2412031
4602503000005199098,PR-00045,2024-12-02,received,Sanifix (M) Sdn Bhd,PO-192,167,"SS NIPPLE 3/4""",T-0132,"Thread: Bspt
Brand: Alfran (Sirim Approved)",Each,60.000000,Head Office,,2024-12-02 14:22:31,2024-12-02 14:22:31,Wei Xiang Wong,DO-2412030
4602503000005199098,PR-00045,2024-12-02,received,Sanifix (M) Sdn Bhd,PO-192,167,SS REDUCER ELBOW 32MM X 20MM,T-0105,"Thread: Bspt
Brand: Alfran (Sirim Approved)",Each,60.000000,Head Office,,2024-12-02 14:22:31,2024-12-02 14:22:31,Wei Xiang Wong,DO-2412030
4602503000005199098,PR-00045,2024-12-02,received,Sanifix (M) Sdn Bhd,PO-192,167,"BRASS GATE VALVE 1/2""",T-0212,"Model: PN 16
Brand: City 1610",Each,30.000000,Head Office,,2024-12-02 14:22:31,2024-12-02 14:22:31,Wei Xiang Wong,DO-2412030
4602503000005199098,PR-00045,2024-12-02,received,Sanifix (M) Sdn Bhd,PO-192,167,"BRASS REDUCER TEE 3/4"" X 1/2""",T-0078,Brand: Conex,Each,60.000000,Head Office,,2024-12-02 14:22:31,2024-12-02 14:22:31,Wei Xiang Wong,DO-2412030
4602503000005199098,PR-00045,2024-12-02,received,Sanifix (M) Sdn Bhd,PO-192,167,"BRASS THREADED MALE SOCKET WITH COUNTER LOCK 3/4""",T-0145,Brand: Conex,Each,60.000000,Head Office,,2024-12-02 14:22:31,2024-12-02 14:22:31,Wei Xiang Wong,DO-2412030
4602503000005199098,PR-00045,2024-12-02,received,Sanifix (M) Sdn Bhd,PO-192,167,Brass Gate Valve 20mm,T-0052,"Model: PN 25
Brand: City 1411A",Each,60.000000,Head Office,,2024-12-02 14:22:31,2024-12-02 14:22:31,Wei Xiang Wong,DO-2412030
4602503000005199602,PR-00046,2024-12-02,received,Mes Dynamic Sdn Bhd,PO-193,165,"ARMOURED CABLE - COPPER, 3 CORE, 2.5MM2",T-475,,M,1000.000000,Head Office,,2024-12-02 15:47:25,2024-12-02 15:47:25,Wei Xiang Wong,184642
4602503000005286011,PR-00047,2024-12-02,received,WATER CARE INDUSTRIES SDN BHD,PO-196,168,"Solar Parts Kit 300cx , 2 Panels (Comp-5629)",COMP-005629,(COMP-5629),pcs,30.000000,Head Office,,2024-12-03 09:14:38,2024-12-03 09:14:38,Wei Xiang Wong,DO01910
4602503000005286034,PR-00048,2024-12-03,received,Tokosu Engineering Hardware Trading,PO-211,161,Canvas,SKU-CS-01,"Colour : Green
Size: 12ft x 10ft",pcs,4.000000,Head Office,,2024-12-03 09:56:55,2024-12-03 09:56:55,Wei Xiang Wong,DO-149318
4602503000005299017,PR-00049,2024-12-03,received,Mes Dynamic Sdn Bhd,PO-213,160,UMS 15A Plug Top,PART-000076,Brand: UMS (Sirim approved),Each,50.000000,Head Office,,2024-12-03 12:18:18,2024-12-03 12:18:18,Wei Xiang Wong,184668
4602503000005323003,PR-00050,2024-12-02,received,Tokosu Engineering Hardware Trading,PO-082,163,COMBI SPANNER 13MM,T-0357,,Each,6.000000,Head Office,,2024-12-03 14:25:07,2024-12-03 14:25:07,Wei Xiang Wong,149124
4602503000005323003,PR-00050,2024-12-02,received,Tokosu Engineering Hardware Trading,PO-082,163,COMBI SPANNER 21MM,T-0360,,Each,2.000000,Head Office,,2024-12-03 14:25:07,2024-12-03 14:25:07,Wei Xiang Wong,149124
4602503000005323003,PR-00050,2024-12-02,received,Tokosu Engineering Hardware Trading,PO-082,163,COMBI SPANNER 23MM,T-361,,pcs,2.000000,Head Office,,2024-12-03 14:25:07,2024-12-03 14:25:07,Wei Xiang Wong,149124
4602503000005323003,PR-00050,2024-12-02,received,Tokosu Engineering Hardware Trading,PO-082,163,Glove-Cotton Knitted Art : 103,SKU-G-01,,Dozens,3.000000,Head Office,,2024-12-03 14:25:07,2024-12-03 14:25:07,Wei Xiang Wong,149124
4602503000005323003,PR-00050,2024-12-02,received,Tokosu Engineering Hardware Trading,PO-082,163,Silicone Gun,SKU-SG-01,,null,3.000000,Head Office,,2024-12-03 14:25:07,2024-12-03 14:25:07,Wei Xiang Wong,149124
